sale_id,date,make,model,year,body_style,color,mileage,condition,price,sale_price,customer_id,customer_name,dealer_name,city,state,payment_type,financing_bank
434,2024-07-22,Nissan,Altima,2018,Convertible,Red,77032,Good,25101.37,25083.92,CUST0434,Austin Silva,Moss-Johnson Auto,New Lindafort,MI,Lease,Bank of America
435,2025-02-24,BMW,X5,2019,Hatchback,Green,27305,Certified Pre-Owned,62013.49,61897.32,CUST0435,Christopher Baker,Willis and Sons Auto,Barnesfurt,FL,Lease,US Bank
436,2024-06-24,Toyota,Camry,2021,Truck,Gray,64336,Excellent,69212.29,67509.42,CUST0436,Jose Lewis,"Hogan, Thomas and Hunter Auto",East Christopher,IL,Cash,Wells Fargo
437,2024-08-06,Mercedes,C-Class,2018,Sedan,White,68682,Fair,48312.99,46803.99,CUST0437,Stephen Lowe,Lee-Johnson Auto,Port Diana,GA,Cash,LightStream
438,2024-12-21,Toyota,Camry,2025,Convertible,Gray,10495,Good,70117.58,69228.11,CUST0438,Richard Wilson,Aguilar LLC Auto,Allenborough,NY,Cash,US Bank
439,2024-10-17,Toyota,Corolla,2020,SUV,Red,5610,Fair,58956.08,58349.84,CUST0439,Mrs. Amanda Rivera,Banks LLC Auto,Port Christina,TX,Financing,Ally Financial
440,2024-10-14,Mercedes,E-Class,2023,SUV,Silver,72776,Certified Pre-Owned,38717.71,37700.94,CUST0440,Christina Yoder,"Carter, Sharp and Jackson Auto",Schneidermouth,TX,Cash,LightStream
441,2025-05-27,Nissan,Rogue,2018,Truck,Beige,27548,Fair,65974.06,63976.02,CUST0441,Mario Green,"Moore, Hobbs and Rodriguez Auto",Aliciashire,MI,Lease,US Bank
442,2024-03-30,Honda,Civic,2018,Hatchback,Green,49745,Excellent,52195.88,49603.39,CUST0442,Deborah Jacobs,Bush-Smith Auto,New Victoria,TX,Financing,Bank of America
443,2025-03-31,Nissan,Rogue,2023,Coupe,White,21564,Certified Pre-Owned,27589.11,26319.03,CUST0443,Jerome Robinson,Gonzalez Inc Auto,South Kristin,IL,Financing,Ally Financial
444,2025-03-08,BMW,X5,2025,Truck,Gray,30165,Excellent,60654.72,57899.18,CUST0444,Debra Cordova,Le-Moreno Auto,North Timothyport,GA,Lease,LightStream
445,2025-05-03,Chevrolet,Tahoe,2025,Coupe,White,50397,Fair,36605.99,36225.45,CUST0445,Jennifer Robinson,"Mathews, West and Miller Auto",South Elizabethside,MI,Cash,US Bank
446,2024-01-26,Mazda,CX-5,2020,Convertible,Silver,40671,Good,42164.87,40842.41,CUST0446,Tina Harding,Stein-Trujillo Auto,East Danielport,AZ,Lease,Capital One
447,2025-03-27,Hyundai,Tucson,2024,Convertible,Beige,41972,Excellent,39515.83,37639.18,CUST0447,Angela Valenzuela,"Rodriguez, Bailey and Daugherty Auto",Birdville,MI,Lease,Chase
448,2024-08-18,Chevrolet,Silverado,2019,SUV,Blue,69001,Certified Pre-Owned,33793.2,32136.74,CUST0448,Kevin Jones,Bullock-Hughes Auto,South Catherine,PA,Financing,Ally Financial
449,2024-08-25,Honda,Civic,2020,Coupe,White,21589,Good,67129.74,65083.43,CUST0449,Michelle Sanders,Smith-Johnson Auto,Lake Angelatown,FL,Lease,Citi
450,2024-03-06,Toyota,Camry,2022,Hatchback,Silver,11110,Excellent,34129.91,34033.93,CUST0450,William Horne,Gray-Jefferson Auto,South Michael,NY,Financing,Ally Financial
451,2024-11-02,Chevrolet,Tahoe,2025,Coupe,Silver,44910,Excellent,54432.82,53334.82,CUST0451,Bradley Wright,"Mata, Morrow and Miller Auto",Ericshire,GA,Financing,LightStream
452,2024-05-14,Honda,Accord,2021,Truck,Beige,69059,Certified Pre-Owned,18731.08,18394.52,CUST0452,Cynthia Espinoza,Fox PLC Auto,Wangberg,NY,Financing,Bank of America
453,2024-03-09,Nissan,Altima,2023,Sedan,Gray,52289,Fair,22095.35,21860.59,CUST0453,David Allen,Cordova Group Auto,Zamoraberg,PA,Financing,LightStream
454,2024-04-25,BMW,X5,2025,Hatchback,Silver,17380,Good,54403.39,53871.71,CUST0454,Gregory Adams,Young and Sons Auto,West Lindseyshire,IL,Lease,Capital One
455,2024-11-28,Audi,A4,2021,Truck,Red,59185,Certified Pre-Owned,45414.45,44481.99,CUST0455,Robert Christensen,Johnson Inc Auto,Marquezton,AZ,Cash,Wells Fargo
456,2024-12-29,Toyota,Camry,2022,Convertible,Blue,39077,Good,36741.39,36135.19,CUST0456,Susan Brown,Harrington Inc Auto,Julieview,NY,Lease,Wells Fargo
457,2025-03-24,BMW,X5,2025,SUV,Green,50709,Excellent,41239.35,39752.32,CUST0457,Barry Hull,"Glover, White and Howard Auto",Port Richardbury,PA,Financing,Capital One
458,2024-03-20,Tesla,Model Y,2024,Convertible,Green,30401,Certified Pre-Owned,54164.04,51477.93,CUST0458,April Robinson,"Gonzalez, Martin and Rodriguez Auto",Leahburgh,AZ,Cash,US Bank
459,2024-12-05,Honda,Civic,2021,Convertible,White,36890,Fair,36030.89,34298.11,CUST0459,Todd Bishop,"Lawrence, Costa and Pittman Auto",Williammouth,IL,Financing,LightStream
460,2025-01-31,Ford,Explorer,2020,Truck,Blue,45034,Fair,44772.7,43547.57,CUST0460,Mrs. Tracy Sullivan,Mcgee and Sons Auto,Crystaltown,FL,Financing,Capital One
461,2024-07-29,Toyota,RAV4,2018,Convertible,Beige,36341,Good,54102.01,52080.07,CUST0461,Shawn Scott,Kline Inc Auto,Singhhaven,CA,Financing,Ally Financial
462,2024-10-25,Toyota,RAV4,2021,Sedan,Gray,58829,Certified Pre-Owned,54711.82,54524.65,CUST0462,Stephanie Foster,Snow Group Auto,North Paul,MI,Cash,Chase
463,2024-09-22,Ford,F-150,2023,Hatchback,White,73377,Excellent,41903.83,41798.32,CUST0463,Scott Smith,"Moore, Dawson and Richmond Auto",West Stephanie,OH,Lease,LightStream
464,2025-02-04,Audi,A4,2025,Sedan,Black,25085,Fair,15027.59,14816.89,CUST0464,Donald Ramirez,Davis PLC Auto,Port Brendanhaven,AZ,Lease,Citi
465,2025-01-29,Tesla,Model Y,2020,Convertible,Beige,39908,Certified Pre-Owned,79033.34,76637.4,CUST0465,Angelica Diaz,Gonzalez LLC Auto,Jamesshire,GA,Cash,Bank of America
466,2025-02-12,Mazda,CX-5,2025,SUV,Green,53265,Certified Pre-Owned,65550.94,62493.15,CUST0466,Debra Wells,Meza-Peters Auto,Kathyborough,PA,Lease,Capital One
467,2025-05-24,Toyota,RAV4,2024,SUV,Black,31691,Certified Pre-Owned,73632.38,72879.6,CUST0467,Lawrence Shelton,Morales Ltd Auto,East Ryan,CA,Cash,Wells Fargo
468,2024-12-15,Subaru,Outback,2024,Truck,White,79959,Certified Pre-Owned,23438.67,23069.32,CUST0468,Nathaniel Barry,Barker-Mckenzie Auto,Gregorymouth,IL,Financing,Capital One
469,2025-01-30,BMW,3 Series,2022,SUV,Green,38920,Fair,51856.41,50436.86,CUST0469,Heather Smith,Anderson Group Auto,South Brookehaven,IL,Cash,US Bank
470,2024-05-05,Hyundai,Tucson,2023,Coupe,Silver,6343,Certified Pre-Owned,33672.17,32210.72,CUST0470,Haley Wilson,Peterson and Sons Auto,Alvaradobury,MI,Lease,Chase
471,2024-02-07,Toyota,RAV4,2020,Convertible,Silver,69813,Fair,71162.4,69795.17,CUST0471,Amanda Jones,Jones-Zavala Auto,North Michaelview,CA,Cash,Wells Fargo
472,2024-05-10,Tesla,Model Y,2018,Sedan,Blue,46516,Fair,38097.78,37828.22,CUST0472,Christine Campbell,Munoz-Morgan Auto,Schmittland,GA,Lease,Capital One
473,2025-01-20,Kia,Sportage,2024,Convertible,Silver,28636,Excellent,53913.44,51321.14,CUST0473,Cassandra Mcdaniel,"Bailey, Farley and Stokes Auto",Grahammouth,NY,Cash,Ally Financial
474,2024-11-05,Honda,Accord,2022,Truck,Beige,42867,Excellent,15947.76,15367.57,CUST0474,Dustin Kirk,"Gentry, Mcguire and Dominguez Auto",South Sharontown,MI,Lease,US Bank
475,2025-06-24,Volkswagen,Jetta,2020,Hatchback,Silver,62963,Excellent,45041.02,43953.89,CUST0475,Kelly Chase,"Shaw, Riley and Gomez Auto",Martinezland,PA,Lease,Citi
476,2024-10-07,Tesla,Model 3,2021,Convertible,Blue,20275,Certified Pre-Owned,29703.01,29449.0,CUST0476,James Bates,Caldwell PLC Auto,Johntown,CA,Cash,US Bank
477,2024-08-07,Ford,Explorer,2023,Coupe,Silver,75403,Excellent,44103.58,44022.33,CUST0477,Kimberly Ward,Cook-Long Auto,Delgadoville,OH,Cash,Capital One
478,2025-04-15,Chevrolet,Silverado,2019,Sedan,Beige,32207,Fair,15902.84,15169.57,CUST0478,Margaret Anderson,Butler Group Auto,Stephanieburgh,FL,Lease,Capital One
479,2024-06-06,BMW,3 Series,2020,Truck,Red,36889,Certified Pre-Owned,28776.78,28250.94,CUST0479,Leslie Evans,Williams-Horn Auto,North Douglas,GA,Lease,Bank of America
480,2024-07-03,Honda,Accord,2018,Hatchback,Green,59632,Fair,29324.8,28971.89,CUST0480,Hannah Phillips,Perez-Silva Auto,Edwardsshire,FL,Financing,US Bank
481,2024-04-21,Chevrolet,Silverado,2018,Hatchback,Black,39331,Good,19948.2,19551.22,CUST0481,Catherine Hall,Rodriguez-Richardson Auto,East Emily,NY,Financing,Citi
482,2024-09-26,Chevrolet,Tahoe,2022,SUV,Green,305,Certified Pre-Owned,68660.84,66404.82,CUST0482,Kyle Evans,Smith and Sons Auto,New Maureen,PA,Lease,Bank of America
483,2024-01-28,Tesla,Model Y,2021,Hatchback,Beige,43659,Fair,65841.11,65838.22,CUST0483,Mark Tucker,Williams PLC Auto,New Jennifer,TX,Cash,US Bank
484,2025-04-06,Mazda,CX-5,2018,Convertible,Red,2419,Excellent,45107.91,43468.71,CUST0484,Mr. David Bowers,"Jordan, Lloyd and Cunningham Auto",Port Jeremy,OH,Lease,Wells Fargo
485,2024-12-18,Nissan,Rogue,2022,Truck,Green,46048,Fair,18366.4,17765.61,CUST0485,Elijah Anderson,"Kerr, Logan and Norris Auto",Tanyaton,TX,Cash,Chase
486,2025-02-10,BMW,X5,2018,Sedan,Red,77577,Excellent,58021.7,56990.89,CUST0486,Sandra Daugherty,"Mckee, Hines and Williams Auto",Prestonview,PA,Cash,LightStream
487,2024-05-16,Honda,Accord,2023,Truck,Blue,49621,Excellent,30496.08,28972.89,CUST0487,Brian Foster,Moore Group Auto,West John,IL,Cash,US Bank
488,2024-08-02,Ford,Explorer,2020,Hatchback,White,8019,Fair,50558.24,49769.42,CUST0488,Victoria May,Robinson Group Auto,West Krystal,AZ,Cash,Citi
489,2024-03-19,Honda,Civic,2023,Convertible,Beige,31842,Certified Pre-Owned,75715.72,72111.01,CUST0489,Matthew Blake,"Marshall, Lee and Brock Auto",West Angelmouth,CA,Financing,Citi
490,2024-02-11,Hyundai,Tucson,2018,Hatchback,Gray,24403,Fair,70193.6,67525.87,CUST0490,Steven Hall,Watson-Shaffer Auto,South Traci,AZ,Cash,Capital One
491,2024-06-27,Honda,Accord,2018,Hatchback,Red,50144,Fair,73084.41,71920.02,CUST0491,Matthew Ramsey,Hoffman-Stevenson Auto,Paulville,FL,Lease,US Bank
492,2024-07-16,Kia,Sportage,2025,Convertible,Gray,30072,Certified Pre-Owned,39145.39,38747.39,CUST0492,Erin Carter,Hickman-Crane Auto,West Jessicaburgh,AZ,Cash,US Bank
493,2025-03-25,Ford,Mustang,2019,Convertible,Red,58316,Excellent,16916.48,16647.54,CUST0493,Hunter Frank DVM,"Mcgee, Noble and Murray Auto",Nicoleville,MI,Financing,Wells Fargo
494,2025-03-13,Tesla,Model 3,2018,SUV,Gray,79167,Certified Pre-Owned,59125.44,57842.02,CUST0494,Christine Jones,"Hernandez, Pennington and Morales Auto",Williamsonshire,PA,Lease,Citi
495,2024-04-05,Toyota,Camry,2019,Hatchback,Blue,52980,Fair,51455.54,50329.83,CUST0495,James Patterson,Galvan Group Auto,Gibsonview,CA,Financing,US Bank
496,2025-03-04,Chevrolet,Tahoe,2024,Hatchback,Beige,464,Certified Pre-Owned,25228.73,24370.17,CUST0496,Madison Powers,"Anderson, Jennings and West Auto",North Anneberg,NY,Cash,LightStream
497,2024-07-27,Honda,Civic,2025,Sedan,White,17322,Fair,38184.26,37138.01,CUST0497,Carlos Hoffman,Moyer-Lee Auto,New David,CA,Financing,Ally Financial
498,2024-03-05,Nissan,Rogue,2020,Coupe,Blue,27283,Excellent,17966.97,17428.31,CUST0498,Jessica Moreno,Bailey-Morgan Auto,Caseystad,AZ,Cash,Capital One
499,2024-07-25,Tesla,Model Y,2022,SUV,Silver,5430,Certified Pre-Owned,74773.63,71974.84,CUST0499,Trevor Garcia,Hampton Inc Auto,Gregoryhaven,FL,Financing,US Bank
500,2024-03-07,Tesla,Model Y,2022,Convertible,Beige,10578,Excellent,15847.0,15433.13,CUST0500,Shannon Mcfarland,Carlson-Harris Auto,Payneshire,MI,Lease,Chase
501,2025-06-04,Honda,Civic,2019,Coupe,Silver,9439,Certified Pre-Owned,26756.83,26432.12,CUST0501,Mary Butler,"Holland, Mccoy and Hartman Auto",Edwardsfurt,GA,Lease,US Bank
502,2025-02-09,Honda,Accord,2024,Coupe,Green,35990,Certified Pre-Owned,20366.03,19998.04,CUST0502,Devin Caldwell,"Hart, Ellis and Gonzalez Auto",Davisview,PA,Cash,Chase
503,2025-02-12,Audi,A4,2021,Truck,Silver,3268,Certified Pre-Owned,37526.9,36481.72,CUST0503,Angela Franco,"Braun, Jackson and Durham Auto",North Rachael,MI,Cash,Bank of America
504,2024-12-31,Nissan,Rogue,2021,Sedan,Gray,23392,Certified Pre-Owned,15743.36,14960.26,CUST0504,Sophia Clark,Clayton-Powell Auto,North Mark,TX,Financing,Wells Fargo
505,2024-05-14,Hyundai,Tucson,2018,Sedan,Green,49486,Fair,18861.97,18819.3,CUST0505,Charles Harvey,Lane LLC Auto,Rogerbury,IL,Cash,Chase
506,2025-01-09,Hyundai,Elantra,2024,Sedan,Green,64321,Good,16573.06,15990.32,CUST0506,Heather Farrell,Simmons-Porter Auto,Arnoldchester,FL,Cash,Wells Fargo
507,2024-01-05,Chevrolet,Silverado,2024,Coupe,Black,4998,Fair,69390.45,66795.71,CUST0507,Joshua Dixon,Cruz-Wagner Auto,Wileyhaven,GA,Cash,Capital One
508,2025-03-08,Toyota,Corolla,2024,Coupe,Silver,9489,Certified Pre-Owned,44524.38,43731.61,CUST0508,Brenda Shaw,Daniels-Larson Auto,Jeffreybury,IL,Cash,Bank of America
509,2024-04-01,Toyota,Corolla,2018,Convertible,Blue,61724,Excellent,44843.56,44409.29,CUST0509,Robert Anderson,Li-Green Auto,West Jennifer,AZ,Lease,Chase
510,2024-07-01,Subaru,Outback,2019,Coupe,Blue,60942,Fair,57594.65,56028.36,CUST0510,Michael Leon,Rodriguez Group Auto,Sarachester,GA,Lease,Ally Financial
511,2024-12-10,Hyundai,Elantra,2023,SUV,Gray,52227,Excellent,44545.28,43130.21,CUST0511,Jonathan Ramos,"Freeman, Moss and Mitchell Auto",Powersmouth,PA,Lease,Ally Financial
512,2024-06-02,Nissan,Altima,2022,Sedan,Gray,63318,Excellent,64933.75,64711.89,CUST0512,James Martinez,Collins and Sons Auto,Randalltown,MI,Financing,Capital One
513,2024-12-08,Chevrolet,Tahoe,2020,Truck,Red,28050,Excellent,29118.8,27725.44,CUST0513,Michelle Valdez,"Bryant, Gomez and Vasquez Auto",Collinsmouth,NY,Financing,Citi
514,2024-01-27,Toyota,Camry,2022,Coupe,White,281,Excellent,54771.52,53524.29,CUST0514,Kathleen Farmer,"Smith, Wood and Bradley Auto",Garciaton,CA,Cash,Capital One
515,2024-09-26,Mazda,CX-5,2025,SUV,Green,38091,Fair,37718.4,36326.39,CUST0515,Trevor Joseph,Calhoun-Hill Auto,South Larry,TX,Financing,Citi
516,2025-01-22,Audi,Q5,2020,Hatchback,Gray,6907,Good,37197.42,35531.16,CUST0516,Jennifer Bates,Palmer-Robinson Auto,West Linda,NY,Financing,Wells Fargo
517,2025-03-28,Toyota,RAV4,2025,SUV,Gray,3825,Certified Pre-Owned,67097.99,64331.13,CUST0517,Keith Bennett,Williams-Abbott Auto,Jamesburgh,MI,Cash,US Bank
518,2024-02-05,Hyundai,Elantra,2018,Hatchback,Black,14065,Certified Pre-Owned,49792.31,49023.95,CUST0518,Joshua Mitchell,Acosta-Miller Auto,Rowebury,FL,Financing,Chase
519,2024-04-22,Chevrolet,Silverado,2022,Truck,Beige,63400,Certified Pre-Owned,60635.7,58306.27,CUST0519,Samuel Rivera,Bell-Lopez Auto,Elaineburgh,FL,Cash,Bank of America
520,2025-01-22,Honda,Accord,2025,Sedan,Black,59490,Excellent,21956.15,21302.59,CUST0520,Heather Boyer,Rosario PLC Auto,Boonemouth,GA,Financing,Citi
521,2024-12-17,BMW,3 Series,2020,Coupe,Gray,59192,Certified Pre-Owned,20541.09,19670.4,CUST0521,Taylor Shaw,Ortiz-Smith Auto,New Timothychester,TX,Cash,Chase
522,2025-03-08,Mercedes,E-Class,2018,Truck,Green,40257,Certified Pre-Owned,75839.67,74073.1,CUST0522,Jennifer Dunn,"Fuller, Atkinson and Brown Auto",South James,TX,Financing,LightStream
523,2024-02-04,Ford,F-150,2023,Convertible,Red,25091,Certified Pre-Owned,71866.33,71291.07,CUST0523,Richard Rosales,Wright Ltd Auto,East Jasonland,PA,Financing,Wells Fargo
524,2025-01-29,Chevrolet,Tahoe,2020,Convertible,Beige,63227,Certified Pre-Owned,35638.05,34647.77,CUST0524,Kellie Clark,Vargas-Buck Auto,South Jennifer,NY,Lease,Ally Financial
525,2024-05-19,Toyota,RAV4,2024,Hatchback,Silver,32657,Good,55721.75,54010.39,CUST0525,Diana Peterson,"Johnson, Goodwin and Scott Auto",Jamesfurt,PA,Lease,Chase
526,2024-03-11,Honda,Civic,2022,Hatchback,White,57657,Fair,58962.97,56064.85,CUST0526,Ryan Rangel,"Matthews, Nolan and Mayo Auto",Wagnerburgh,TX,Financing,Bank of America
527,2024-05-01,Kia,Sportage,2024,SUV,Gray,7596,Good,62345.68,61195.93,CUST0527,Steven Rosales,Brooks Group Auto,East Nathan,IL,Financing,LightStream
528,2025-02-17,Honda,Accord,2023,Truck,Red,30138,Excellent,61652.59,59860.24,CUST0528,Sharon Matthews,Schmidt Group Auto,West Samanthaberg,NY,Lease,US Bank
529,2025-06-29,Toyota,RAV4,2024,Coupe,Silver,71767,Excellent,23170.82,22889.02,CUST0529,Holly Robinson,House-Burch Auto,North Ericfurt,MI,Cash,Ally Financial
530,2024-08-25,Subaru,Outback,2024,Sedan,White,46053,Good,40844.34,40153.33,CUST0530,Keith Rodriguez,"Glover, Hampton and Smith Auto",Rachelborough,TX,Lease,Citi
531,2024-01-25,Ford,Explorer,2021,SUV,Red,57031,Certified Pre-Owned,32817.25,32107.46,CUST0531,James Jordan,Davis Ltd Auto,Steelebury,MI,Cash,LightStream
532,2024-11-30,Mercedes,E-Class,2021,Sedan,Green,60786,Fair,33484.34,32052.84,CUST0532,Katie Barry,"Hudson, Vaughn and Vaughn Auto",Theresaborough,GA,Cash,Bank of America
533,2025-05-13,Tesla,Model 3,2025,Truck,Beige,39507,Certified Pre-Owned,63437.32,61031.18,CUST0533,Brandy Potts,"Alvarez, Wilson and Griffin Auto",South Tylerburgh,FL,Lease,Citi
534,2024-11-28,Honda,Accord,2024,Sedan,Silver,76506,Certified Pre-Owned,49337.39,48669.78,CUST0534,Stephanie Jones MD,Greene-Gordon Auto,Lake Austinview,OH,Cash,Capital One
535,2025-06-03,Nissan,Rogue,2020,Truck,Blue,68971,Fair,51409.8,50353.93,CUST0535,David Pitts,"Goodman, Conrad and Collins Auto",Paulchester,FL,Financing,Wells Fargo
536,2024-07-18,Mercedes,E-Class,2025,Truck,Black,17122,Good,73875.64,71006.48,CUST0536,Dr. Thomas Jones DDS,Phillips and Sons Auto,North David,MI,Financing,Capital One
537,2025-06-21,BMW,X5,2021,Convertible,Beige,33070,Excellent,32286.92,31086.02,CUST0537,Stephanie Dorsey,Nguyen PLC Auto,Barreramouth,IL,Financing,Capital One
538,2024-01-16,Chevrolet,Tahoe,2020,Convertible,Green,67638,Certified Pre-Owned,70235.76,67177.19,CUST0538,Kaitlin Stuart,Shepard Group Auto,Davisside,OH,Cash,Capital One
539,2024-05-11,Hyundai,Tucson,2020,Sedan,Gray,48701,Certified Pre-Owned,19324.51,18716.47,CUST0539,Melissa Rojas,Villanueva-Russell Auto,Port Meaganshire,FL,Lease,US Bank
540,2025-05-05,Chevrolet,Tahoe,2022,Sedan,White,46458,Fair,56755.8,54000.77,CUST0540,David Jones,Le LLC Auto,Emilyhaven,PA,Financing,Ally Financial
541,2024-09-11,Volkswagen,Jetta,2018,Convertible,Blue,15077,Certified Pre-Owned,46505.25,45155.45,CUST0541,Seth Baker,Clark-Nelson Auto,Mcfarlandchester,NY,Lease,Citi
542,2024-04-14,Honda,Civic,2020,SUV,Red,79514,Good,44648.91,42520.19,CUST0542,Kyle Macias,Brooks-Lynch Auto,New Johnchester,IL,Lease,Wells Fargo
543,2024-01-24,Nissan,Altima,2020,Convertible,Black,50711,Fair,74810.78,72425.47,CUST0543,Jeffrey Oliver,Moss-Gonzalez Auto,South Gailmouth,CA,Lease,Citi
544,2025-04-02,BMW,3 Series,2021,Truck,Green,13976,Fair,35099.07,34199.13,CUST0544,James Sexton,"Allen, Robinson and Pierce Auto",West Loriberg,IL,Cash,Bank of America
545,2025-06-19,Nissan,Altima,2019,SUV,Black,22206,Certified Pre-Owned,17119.2,16348.68,CUST0545,Patricia Cain,"Taylor, Horn and Ali Auto",South Jaredtown,AZ,Lease,Citi
546,2024-05-23,Tesla,Model 3,2023,Hatchback,Black,17651,Excellent,48785.54,47033.48,CUST0546,Peter Cunningham MD,Owens Inc Auto,Smithhaven,PA,Financing,Bank of America
547,2024-07-06,Honda,Accord,2025,Coupe,Red,25511,Fair,78677.01,77486.26,CUST0547,Vanessa Griffin,"Parker, Lane and Lin Auto",Marcusport,AZ,Cash,Bank of America
548,2025-01-22,Nissan,Rogue,2025,Sedan,White,25205,Fair,33315.97,32462.17,CUST0548,Jennifer Wood,Ellison Group Auto,East Stephanie,CA,Lease,Wells Fargo
549,2024-10-23,Honda,CR-V,2018,Convertible,Green,42702,Excellent,71043.89,68420.33,CUST0549,Brandon Mcpherson,Watson-Davis Auto,North Connieborough,MI,Lease,US Bank
550,2024-12-23,Toyota,Corolla,2020,Truck,Red,16613,Certified Pre-Owned,60144.78,57874.63,CUST0550,James King,Davis-Simon Auto,East Brentport,GA,Lease,Ally Financial
551,2024-07-18,Hyundai,Elantra,2025,SUV,Green,41975,Good,77801.19,75952.16,CUST0551,Gabriela Bennett,"Hoover, Hansen and Evans Auto",Carrolltown,GA,Cash,Capital One
552,2024-03-27,Toyota,Corolla,2018,Hatchback,Black,68902,Excellent,51037.53,49417.23,CUST0552,Nathan Gonzalez,Cox Group Auto,East Alvin,MI,Lease,Chase
553,2025-01-16,Toyota,Camry,2021,Coupe,Silver,71585,Good,15003.3,14502.32,CUST0553,Rachel Lester,Shaw Ltd Auto,Humphreychester,GA,Lease,LightStream
554,2025-06-22,Nissan,Altima,2020,Sedan,Gray,1321,Good,66088.48,64950.59,CUST0554,Patricia Perez,Jordan-Santos Auto,Justinport,PA,Cash,Chase
555,2024-04-15,Hyundai,Elantra,2019,SUV,Gray,77374,Good,73476.18,71360.44,CUST0555,Anthony Stanley,"Thomas, Miller and Cruz Auto",Lake Carolyn,PA,Financing,Capital One
556,2024-10-14,Honda,CR-V,2019,Convertible,White,58371,Excellent,38808.07,37001.74,CUST0556,Dawn Lopez,"Logan, Olson and Walters Auto",Aimeeberg,CA,Lease,Wells Fargo
557,2024-04-24,Mercedes,E-Class,2020,SUV,Green,28398,Fair,55277.28,52974.05,CUST0557,Ashley Watson,Sawyer LLC Auto,New Stevenchester,OH,Lease,Citi
558,2024-05-20,Chevrolet,Silverado,2020,Hatchback,Blue,42441,Certified Pre-Owned,60726.76,58875.94,CUST0558,Stephanie Taylor,"Salazar, Mejia and Baker Auto",Thompsonport,OH,Lease,Bank of America
559,2024-10-28,Toyota,Corolla,2020,Truck,Red,68743,Good,65131.15,64305.53,CUST0559,Samantha Davenport,"Booth, Donaldson and Allen Auto",Matthewmouth,MI,Financing,LightStream
560,2024-02-14,Honda,Accord,2021,Coupe,Black,78626,Excellent,32065.4,31511.94,CUST0560,Martin Thomas,"Barrera, Koch and Hernandez Auto",South Daniellebury,CA,Financing,Ally Financial
561,2024-11-10,Hyundai,Elantra,2025,Convertible,Green,11310,Good,38769.1,36866.6,CUST0561,Diane Callahan,"Zamora, Travis and Weber Auto",Tiffanyville,IL,Lease,Chase
562,2024-07-29,Tesla,Model 3,2022,Hatchback,Silver,5524,Fair,19191.48,18681.0,CUST0562,Tammy Wheeler,Martin-Hill Auto,East Amber,FL,Financing,Bank of America
563,2024-06-18,Ford,Explorer,2023,Sedan,Black,62024,Excellent,70302.62,70028.92,CUST0563,Melissa Dodson,Fisher-Kent Auto,Pettybury,FL,Lease,US Bank
564,2024-06-23,Chevrolet,Tahoe,2022,Sedan,White,75539,Fair,49842.22,48555.41,CUST0564,Kayla Davidson,Salinas LLC Auto,Meyerhaven,FL,Financing,Wells Fargo
565,2024-05-31,Hyundai,Elantra,2024,Coupe,Silver,2805,Excellent,37528.66,36665.62,CUST0565,Donna Diaz,Martin-Ellis Auto,Emilyland,CA,Lease,Chase
566,2025-05-04,BMW,3 Series,2025,Truck,Gray,42179,Certified Pre-Owned,67140.78,64053.42,CUST0566,Lucas Walker,"Dennis, Cruz and Cole Auto",North Christine,PA,Financing,Wells Fargo
567,2024-09-05,Nissan,Rogue,2020,Hatchback,Green,65564,Fair,36461.43,36451.33,CUST0567,Cameron Green,Rios Inc Auto,East Steventown,CA,Lease,US Bank
568,2024-07-19,Mercedes,C-Class,2018,SUV,Gray,49830,Excellent,15093.35,14594.86,CUST0568,Vernon Mitchell,Douglas Group Auto,Brucefurt,FL,Financing,Wells Fargo
569,2024-10-14,Chevrolet,Silverado,2022,SUV,Red,15216,Excellent,66006.93,64945.49,CUST0569,Amanda Ali,"Pierce, Silva and Dyer Auto",Sharibury,AZ,Lease,Chase
570,2024-01-18,BMW,X5,2025,Coupe,White,47125,Fair,73769.58,71218.13,CUST0570,William Lucero,Cooper and Sons Auto,East Michealtown,PA,Lease,LightStream
571,2024-09-22,Honda,CR-V,2022,Coupe,Gray,7125,Certified Pre-Owned,49622.78,48343.5,CUST0571,Warren Francis,Shields Ltd Auto,Powellhaven,MI,Cash,Ally Financial
572,2024-09-06,Mercedes,E-Class,2020,Hatchback,White,4843,Excellent,58508.6,57347.84,CUST0572,Gregory Nguyen,Evans-Johnson Auto,West Markville,GA,Cash,US Bank
573,2024-12-12,Nissan,Altima,2025,Convertible,White,34623,Excellent,34980.65,34578.93,CUST0573,James Solomon,"Delacruz, Glass and Erickson Auto",North Timothy,FL,Cash,Wells Fargo
574,2024-09-08,Honda,CR-V,2021,Truck,Beige,32662,Certified Pre-Owned,16001.65,15826.42,CUST0574,Matthew Parker,"Lawrence, Johnson and Moore Auto",Yorkstad,NY,Financing,Wells Fargo
575,2025-06-03,Audi,Q5,2025,Hatchback,Red,45487,Fair,39579.51,39495.5,CUST0575,Jeanne Brown,King Group Auto,Ricetown,FL,Financing,Capital One
576,2025-06-18,Hyundai,Elantra,2023,Sedan,Green,50399,Fair,76147.33,75678.27,CUST0576,Madison Harris,"Torres, Dixon and Anderson Auto",Lake Timothy,IL,Lease,LightStream
