call_id,agent_id,agent_name,department,call_datetime,duration_sec,call_type,customer_rating,issue_category,resolution_status,hold_time_sec,caller_phone,caller_city
1625,AGT026,Nicholas Vasquez,Technical Support,2025-03-18 14:07:36,1523,Inbound,4.8,Network Problem,Escalated,289,767-413-4414,Henryfurt
1626,AGT027,Tyler Bryant,Account Management,2025-01-03 22:33:12,1669,Outbound,3.6,Payment Issue,Dropped,795,631-937-3700x624,North Alexischester
1627,AGT028,Samantha Reeves,Sales,2025-02-08 06:21:24,2321,Outbound,1.2,Order Status,Follow-up Required,552,210.844.9811x17309,Nelsonfurt
1628,AGT029,Jessica Reyes,Account Management,2025-01-22 00:34:22,1782,Inbound,3.2,Account Access,Escalated,4,773-493-7560,South Crystalshire
1629,AGT030,Jason Bell,Billing,2025-05-17 15:25:47,651,Outbound,4.2,Product Info,Escalated,161,833.424.0193x934,Princeside
1630,AGT031,Robert Kim,Technical Support,2025-02-26 20:21:15,1991,Outbound,4.0,Complaint,Escalated,261,(875)894-7927,West Joshuatown
1631,AGT032,Joshua Graham,Billing,2025-03-30 23:25:26,2643,Outbound,2.5,Order Status,Resolved,168,(725)653-3821x047,West Ryanhaven
1632,AGT033,Michael Wilson,Technical Support,2025-04-14 03:38:33,2151,Inbound,2.5,Product Info,Dropped,109,(377)829-3755x3382,East Margaret
1633,AGT034,Dylan Jones,Billing,2025-01-10 09:24:36,3322,Outbound,3.2,Technical Fault,Escalated,7,782-389-1252,Mejialand
1634,AGT035,Tammy Wilson,Technical Support,2025-06-12 01:41:23,2987,Inbound,4.4,Order Status,Dropped,783,(358)727-3414x775,North Wesley
1635,AGT036,Mrs. Marissa Boyd,General Inquiry,2025-05-08 01:51:11,3573,Outbound,3.9,Network Problem,Dropped,812,001-969-974-8596,South Victorhaven
1636,AGT037,Kevin Hernandez,Account Management,2025-06-04 06:06:32,1897,Outbound,4.7,Technical Fault,Resolved,123,(552)246-0367,Lawrencefort
1637,AGT038,Laura Larson,Technical Support,2025-02-03 00:35:36,1336,Outbound,1.5,Order Status,Dropped,668,936-203-0811,East Amanda
1638,AGT039,William Day,Technical Support,2025-03-19 02:01:03,34,Inbound,4.1,Payment Issue,Resolved,453,001-966-215-5955,Christopherfort
1639,AGT040,Melody Lopez,Technical Support,2025-01-04 04:14:31,329,Inbound,1.2,Network Problem,Follow-up Required,144,902.331.0746x8730,South Marvin
1640,AGT041,Mr. Mark Smith,Sales,2025-03-03 03:19:17,2795,Outbound,2.2,Network Problem,Resolved,357,+1-924-855-1365x744,Keithstad
1641,AGT042,Mary Gilbert,Account Management,2025-03-19 04:21:51,1953,Outbound,1.4,Account Access,Dropped,123,+1-937-295-3057x7351,New Danielle
1642,AGT043,Julie King,Billing,2025-03-07 12:48:12,1570,Outbound,2.5,Account Access,Dropped,358,764-218-3755,Paulaborough
1643,AGT044,Jennifer Potter,Account Management,2025-03-23 04:58:38,3182,Outbound,2.8,Product Info,Resolved,621,758-673-6543,Reevesview
1644,AGT045,Beverly Brooks,General Inquiry,2025-05-06 15:42:42,3530,Inbound,1.9,Product Info,Follow-up Required,16,801-487-7681x943,Port Lanceberg
1645,AGT046,Jonathan Mccormick,General Inquiry,2025-06-09 03:29:36,2952,Outbound,2.5,Network Problem,Follow-up Required,141,7928496729,Wilsontown
1646,AGT047,Amber Mercado,Sales,2025-03-06 18:26:07,833,Inbound,4.1,Account Access,Escalated,711,(219)889-9662x6525,South Mark
1647,AGT048,Ms. Michaela Mcintosh MD,Technical Support,2025-02-16 09:29:40,3461,Inbound,1.4,Payment Issue,Follow-up Required,249,(465)807-0016,North Ashleyburgh
1648,AGT049,Amy Howell,Account Management,2025-05-18 15:30:27,117,Inbound,2.4,Product Info,Dropped,687,+1-796-271-1420x860,Johnville
1649,AGT050,Paul Perez,Account Management,2025-02-02 22:32:58,235,Inbound,4.0,Product Info,Dropped,807,662-420-9164x373,Ibarraton
1650,AGT001,Ian Wade,Billing,2025-01-19 19:02:29,1376,Inbound,1.1,Order Status,Resolved,44,+1-746-875-8672x0279,Lake Ashley
1651,AGT002,Loretta Avery,Account Management,2025-06-05 18:43:00,2933,Inbound,4.3,Network Problem,Dropped,9,791-848-4022,Seanburgh
1652,AGT003,Sabrina Hill,General Inquiry,2025-04-11 11:06:21,163,Outbound,1.5,Product Info,Escalated,685,+1-925-501-8081x265,Ericburgh
1653,AGT004,Karen Torres,Account Management,2025-03-15 13:59:31,1407,Outbound,3.4,Technical Fault,Escalated,225,001-354-893-7455,East Beth
1654,AGT005,Diana Hoover,Sales,2025-04-01 10:09:49,2109,Inbound,3.0,Network Problem,Follow-up Required,503,593-231-0812,Thomasburgh
1655,AGT006,Jill Williams,General Inquiry,2025-03-18 19:03:02,795,Inbound,1.4,Account Access,Dropped,483,764.456.7999x83824,Jamesland
1656,AGT007,Jacob Browning,Sales,2025-05-22 12:48:31,1604,Outbound,2.0,Order Status,Dropped,648,3468224432,Jodichester
1657,AGT008,Jonathan Boyd,Sales,2025-02-21 09:00:33,2810,Inbound,4.3,Technical Fault,Escalated,23,8382627887,Clarkside
1658,AGT009,Kelly Morales,Billing,2025-03-03 08:56:14,2056,Outbound,3.8,Technical Fault,Dropped,433,708-960-0942x96559,Melissaburgh
1659,AGT010,Jennifer Gregory,Technical Support,2025-03-17 22:42:43,3219,Outbound,3.1,Product Info,Dropped,551,290.224.8928x808,Wendyhaven
1660,AGT011,Alicia Brown,Sales,2025-02-20 19:44:25,3545,Inbound,4.6,Network Problem,Dropped,685,001-328-913-3063x859,Sherrimouth
1661,AGT012,Jessica Howard,Sales,2025-04-30 02:11:38,40,Outbound,1.2,Payment Issue,Escalated,21,552.968.4560,South Audrey
1662,AGT013,Gregory Zuniga,Billing,2025-03-16 03:46:32,383,Inbound,2.2,Order Status,Dropped,808,581-921-5813x4292,Jacksontown
1663,AGT014,Shannon Wilson,Sales,2025-02-28 18:51:05,382,Inbound,3.4,Account Access,Follow-up Required,286,696-412-1293x079,Salazarfort
1664,AGT015,Linda Jones,Technical Support,2025-02-02 01:17:59,2059,Inbound,4.5,Complaint,Escalated,747,(272)293-2678,Rachelland
1665,AGT016,Nicholas Cannon,Technical Support,2025-02-23 16:57:58,990,Inbound,2.3,Complaint,Escalated,390,497.726.1799x398,Port Trevorside
1666,AGT017,Steven Mitchell,Billing,2025-04-04 13:43:54,396,Inbound,4.6,Payment Issue,Resolved,603,+1-780-293-3522x555,West Donna
1667,AGT018,Jeremy Smith,General Inquiry,2025-04-08 07:02:37,3391,Outbound,3.4,Network Problem,Resolved,566,001-509-320-6093x81689,Michelleshire
1668,AGT019,John Simon,General Inquiry,2025-06-04 07:33:18,496,Inbound,3.9,Technical Fault,Follow-up Required,874,(840)508-1383x9731,North Kim
1669,AGT020,Patrick King,Technical Support,2025-05-22 23:54:44,2187,Outbound,3.6,Network Problem,Follow-up Required,715,547.333.0781x2671,South Racheltown
1670,AGT021,Jasmine Young,Billing,2025-02-05 00:14:50,1402,Inbound,3.2,Account Access,Escalated,639,+1-580-850-1568x51064,North Jose
1671,AGT022,Steven Li,General Inquiry,2025-01-13 07:00:53,3059,Outbound,1.9,Product Info,Escalated,648,+1-804-654-9513,Brianfurt
1672,AGT023,Joan Curry,Account Management,2025-01-08 11:08:20,1769,Inbound,1.4,Technical Fault,Dropped,403,(671)883-6659x74848,Reynoldsmouth
1673,AGT024,Mary Garcia,General Inquiry,2025-05-26 19:08:58,2662,Inbound,1.1,Technical Fault,Resolved,143,934-922-6519,South Thomasfort
1674,AGT025,Ashley Rangel,Account Management,2025-01-29 02:31:13,2159,Outbound,1.3,Technical Fault,Follow-up Required,798,001-884-927-4105x2485,North Regina
1675,AGT026,Melissa Anderson,Sales,2025-04-14 07:52:53,3180,Inbound,2.8,Payment Issue,Follow-up Required,735,721.528.3094x3815,Aguilarshire
1676,AGT027,Lauren Mendez,Billing,2025-01-03 11:47:00,3422,Inbound,4.5,Payment Issue,Resolved,357,(250)300-7793,Lake Jamieville
1677,AGT028,Mark Spencer,Technical Support,2025-06-03 01:29:37,64,Outbound,4.4,Complaint,Dropped,207,001-336-380-0019x7083,New Brian
1678,AGT029,Linda Schultz,General Inquiry,2025-06-21 17:43:45,2093,Inbound,2.2,Network Problem,Resolved,571,679.268.8026x3886,New Erikamouth
1679,AGT030,Patricia Parker,Sales,2025-04-03 12:38:42,603,Outbound,3.7,Account Access,Escalated,485,(714)633-0260,Coxside
1680,AGT031,Joseph Berry,Sales,2025-05-19 10:05:14,2682,Outbound,1.1,Order Status,Resolved,415,001-498-428-3207x208,Tinashire
1681,AGT032,Michael Bennett,Account Management,2025-02-22 00:25:09,1991,Outbound,3.8,Payment Issue,Dropped,490,+1-992-472-8511x6562,West Anthony
1682,AGT033,Tom Collins,Technical Support,2025-01-07 17:38:49,2725,Inbound,3.1,Technical Fault,Escalated,418,+1-739-395-3291x028,Pierceburgh
1683,AGT034,Eric Phillips,Account Management,2025-02-17 09:38:22,2261,Inbound,3.1,Order Status,Follow-up Required,25,(513)256-7780,Lake Dianefurt
1684,AGT035,Patty Tyler,Account Management,2025-05-24 20:48:12,3208,Inbound,4.1,Network Problem,Dropped,411,(623)450-6385x020,Perryberg
1685,AGT036,Chelsea Gonzalez,General Inquiry,2025-02-27 00:38:46,680,Inbound,1.7,Complaint,Dropped,454,001-703-905-7185x65752,South Teresaton
1686,AGT037,Bryan Peterson,General Inquiry,2025-04-19 06:46:46,2894,Outbound,3.8,Complaint,Dropped,87,+1-650-926-1775x50381,West Dianamouth
1687,AGT038,Joshua Turner,Sales,2025-05-08 18:10:03,722,Outbound,1.7,Order Status,Resolved,474,+1-642-839-2284x04381,Christianberg
1688,AGT039,Lisa Jenkins,General Inquiry,2025-05-30 20:19:21,2420,Outbound,2.0,Product Info,Resolved,138,609-287-8920,Erikastad
1689,AGT040,Amanda Hartman,Sales,2025-04-12 19:30:26,2579,Outbound,2.9,Complaint,Escalated,444,228-907-8077x112,North Denisetown
1690,AGT041,Jacob Flores,General Inquiry,2025-01-26 10:53:44,3454,Inbound,3.0,Product Info,Resolved,562,378-969-7533,Micheleland
1691,AGT042,Katrina Barry,General Inquiry,2025-01-27 04:00:34,1542,Inbound,4.8,Account Access,Resolved,324,279-912-7083x163,Lake Erichaven
1692,AGT043,Michael Jenkins,Billing,2025-02-04 01:27:45,2940,Outbound,4.8,Product Info,Resolved,791,954.965.9287x2251,Joneston
1693,AGT044,Christopher Wheeler,Billing,2025-02-08 14:18:54,3227,Inbound,2.6,Complaint,Escalated,585,001-201-213-2689x081,Lake Sharon
1694,AGT045,Hannah Beard,Technical Support,2025-02-28 00:09:26,2447,Outbound,4.8,Technical Fault,Follow-up Required,888,627-998-2265x60460,West Ricardoborough
1695,AGT046,Marcus Le,Sales,2025-06-04 03:19:46,3312,Inbound,1.4,Account Access,Dropped,82,385-694-6110x6427,New William
1696,AGT047,Kelly Gutierrez,Sales,2025-03-05 03:01:31,2182,Inbound,2.7,Payment Issue,Follow-up Required,792,(305)215-7921x6955,South Pamela
1697,AGT048,James King,Billing,2025-03-09 08:43:45,2972,Inbound,3.4,Product Info,Follow-up Required,608,717.412.4954,Walkerville
1698,AGT049,Mrs. Michaela Ramirez MD,General Inquiry,2025-01-06 06:56:50,1861,Outbound,3.2,Complaint,Follow-up Required,654,001-273-401-7637,Kingchester
1699,AGT050,Jordan Bryant,Billing,2025-01-04 08:48:54,2595,Inbound,1.9,Payment Issue,Escalated,603,(291)628-5862x511,Silvaberg
1700,AGT001,Theodore Ryan,Billing,2025-03-24 02:21:51,535,Inbound,1.4,Network Problem,Follow-up Required,648,490.452.8282,Roseville
1701,AGT002,Nichole Roberts,Billing,2025-02-02 17:12:08,2666,Outbound,3.0,Technical Fault,Resolved,505,4358288639,Riosshire
1702,AGT003,Cody Townsend,Technical Support,2025-01-11 17:51:15,2371,Outbound,4.0,Payment Issue,Dropped,677,+1-509-668-2768x3443,New Tammyburgh
1703,AGT004,Samantha Flores,Technical Support,2025-03-18 08:03:08,772,Inbound,1.6,Technical Fault,Escalated,417,962-746-9269x580,Jamesburgh
1704,AGT005,Christopher Rose,Billing,2025-03-28 02:39:36,2626,Inbound,3.2,Complaint,Escalated,42,781-574-9486x83740,Patriciatown
1705,AGT006,Dalton Duncan,Account Management,2025-04-28 08:09:49,2647,Inbound,1.8,Network Problem,Follow-up Required,804,772.921.1307,Hortonton
1706,AGT007,Kevin Rogers,Account Management,2025-03-26 02:00:24,2697,Outbound,3.8,Network Problem,Follow-up Required,718,5354762054,North Ricardo
1707,AGT008,Lee King,Sales,2025-03-17 18:13:15,1009,Outbound,2.9,Technical Fault,Follow-up Required,25,(340)699-9552,Brittneyborough
1708,AGT009,Cheryl Sharp,Account Management,2025-05-01 20:26:41,3232,Outbound,3.8,Technical Fault,Follow-up Required,312,(561)704-1052,Deckerside
1709,AGT010,Brian Morris,General Inquiry,2025-02-22 15:12:51,1535,Inbound,4.6,Order Status,Dropped,261,937.599.0043,Lake Christina
1710,AGT011,Gregory Watson,Account Management,2025-02-24 19:29:29,2253,Outbound,4.6,Technical Fault,Escalated,370,001-643-449-5988x8493,South David
1711,AGT012,Stephanie Henry,Sales,2025-03-21 00:39:10,1556,Outbound,1.9,Product Info,Resolved,287,404-538-0338x94971,South Laurieburgh
1712,AGT013,Karina Everett,Account Management,2025-03-16 05:18:31,2278,Inbound,4.9,Order Status,Dropped,362,874-762-5782x8465,Bridgeston
1713,AGT014,Nicholas Ferguson,Sales,2025-06-16 06:55:09,2105,Outbound,1.8,Product Info,Escalated,677,279-375-4295x20222,East Christian
1714,AGT015,Anne Smith,General Inquiry,2025-02-01 14:55:58,1787,Outbound,3.5,Technical Fault,Dropped,852,001-576-436-6872,New Amyville
1715,AGT016,Jamie Beck,Technical Support,2025-03-28 11:50:54,1808,Outbound,4.9,Technical Fault,Follow-up Required,530,+1-584-533-4187,Baileystad
1716,AGT017,Mary Gates,Technical Support,2025-01-29 21:13:13,661,Outbound,1.1,Order Status,Dropped,484,001-361-476-3879x7047,Lake Patriciatown
1717,AGT018,Mr. Scott Carrillo,General Inquiry,2025-04-19 02:44:11,1959,Inbound,1.0,Account Access,Follow-up Required,249,001-746-898-5413x53530,Laurenfurt
1718,AGT019,Vanessa Duncan,Account Management,2025-04-10 10:28:50,3189,Outbound,4.2,Account Access,Escalated,672,+1-589-512-7492x9135,North Randallville
1719,AGT020,Johnathan Shaw,Sales,2025-04-09 03:22:46,1028,Outbound,4.5,Order Status,Dropped,611,400-350-5528,Shelbyview
1720,AGT021,Crystal Jimenez,General Inquiry,2025-04-23 08:52:10,159,Inbound,2.4,Technical Fault,Follow-up Required,326,+1-614-731-2257x36395,Port Thomasview
1721,AGT022,Maurice Morrison,Sales,2025-05-19 22:21:39,2982,Outbound,1.1,Network Problem,Follow-up Required,410,001-931-774-3723,West John
1722,AGT023,Daniel Fuller DDS,Technical Support,2025-05-23 13:50:31,3031,Outbound,4.3,Payment Issue,Dropped,201,001-382-723-7632x82512,Patrickville
1723,AGT024,Richard Arias,Technical Support,2025-06-22 01:52:01,3135,Outbound,3.4,Network Problem,Resolved,713,8222134260,South Robert
1724,AGT025,Monique Smith,Account Management,2025-03-29 01:50:41,960,Outbound,4.7,Complaint,Escalated,864,(929)754-3900x8033,Sheilaland
1725,AGT026,Sheila Johnson,Sales,2025-05-02 08:31:36,2630,Inbound,4.2,Product Info,Resolved,247,6519211760,East Deborahton
1726,AGT027,Cassie Park,Billing,2025-03-31 21:44:35,1757,Outbound,1.6,Account Access,Follow-up Required,112,733.385.5479x6254,Port Shanetown
1727,AGT028,Melanie Rodriguez,Billing,2025-03-22 01:17:01,2801,Outbound,1.5,Order Status,Resolved,307,001-246-543-7391,Michaelstad
1728,AGT029,Sonya Powers,Billing,2025-01-14 23:04:06,2724,Inbound,1.7,Account Access,Resolved,319,9732051891,West Barry
1729,AGT030,Amanda Elliott,Sales,2025-01-06 04:09:11,959,Outbound,4.5,Network Problem,Dropped,610,361-258-1029x31522,East Justin
1730,AGT031,Sarah Carson,Technical Support,2025-03-31 12:25:58,3406,Inbound,1.9,Complaint,Follow-up Required,192,(229)621-2062x50616,South Dustin
1731,AGT032,Tom Fernandez,Billing,2025-03-19 22:05:25,487,Inbound,1.6,Order Status,Follow-up Required,589,001-480-938-1655,West Erinfort
1732,AGT033,Brian Lowery,Sales,2025-06-14 12:20:19,3589,Outbound,1.7,Product Info,Escalated,471,(729)362-2918x811,East Richard
1733,AGT034,James Hawkins,Technical Support,2025-05-26 16:06:26,2288,Outbound,2.7,Order Status,Dropped,187,(934)341-8199,North Logan
1734,AGT035,Nicole Clark,Billing,2025-02-18 12:21:23,2864,Inbound,1.2,Product Info,Dropped,228,(210)368-9440x036,Adamsmouth
1735,AGT036,Mary Contreras,General Inquiry,2025-02-15 03:47:24,2958,Inbound,3.7,Product Info,Follow-up Required,350,3717836869,Comptonburgh
1736,AGT037,Michael Reeves,Sales,2025-05-22 09:15:36,2618,Inbound,4.0,Payment Issue,Resolved,598,6324725507,Lake Michaelafurt
1737,AGT038,Michael Briggs,Sales,2025-02-18 22:05:46,414,Outbound,1.3,Order Status,Follow-up Required,352,309.701.4137,North Edwardstad
1738,AGT039,Mr. Ricky Kramer,Sales,2025-05-14 16:23:20,3125,Inbound,3.7,Order Status,Dropped,715,001-875-782-1564x08646,Lake Michael
1739,AGT040,Angel Nguyen,Account Management,2025-05-01 11:57:43,585,Outbound,2.9,Account Access,Resolved,425,+1-584-779-7198,East Katherine
1740,AGT041,David Martinez,Technical Support,2025-05-13 18:02:15,1043,Inbound,2.8,Complaint,Resolved,863,+1-922-326-8895x494,Adamshaven
1741,AGT042,Darrell Robinson,Billing,2025-03-13 21:02:55,2765,Inbound,2.3,Complaint,Follow-up Required,433,(783)973-2002,Port Robertview
1742,AGT043,Mrs. Samantha Myers,Account Management,2025-01-01 20:06:31,1084,Outbound,4.5,Network Problem,Dropped,29,225-239-9876,Port Christopher
1743,AGT044,Jessica Owens,General Inquiry,2025-06-29 04:14:38,515,Inbound,3.0,Technical Fault,Dropped,401,(616)637-2176x5563,Scottport
1744,AGT045,Kelly Anderson,Billing,2025-04-24 18:09:17,2443,Inbound,3.5,Payment Issue,Dropped,584,839.570.3366x078,North Kimberly
1745,AGT046,Thomas Perez,Billing,2025-05-13 23:49:47,2501,Inbound,4.3,Network Problem,Resolved,809,(826)356-2220x24494,Russellfurt
1746,AGT047,Wendy Murphy,General Inquiry,2025-02-20 00:09:39,2478,Outbound,2.3,Payment Issue,Dropped,762,521.623.0615x15666,Jamesstad
1747,AGT048,Michael Rodriguez,Billing,2025-05-08 08:38:21,1302,Inbound,2.3,Order Status,Follow-up Required,738,213.542.7126x593,East Joshua
1748,AGT049,Amber Andersen,Technical Support,2025-05-08 18:07:40,2803,Inbound,3.8,Complaint,Dropped,233,714-795-5959x6220,Carolynborough
1749,AGT050,Lauren Castaneda,Technical Support,2025-05-16 21:18:51,3145,Inbound,1.9,Technical Fault,Escalated,847,(622)575-3194,Samuelhaven
1750,AGT001,Kimberly Fletcher,Sales,2025-05-27 16:21:28,2086,Inbound,2.4,Payment Issue,Follow-up Required,665,+1-666-474-8997x40735,Vazquezbury
1751,AGT002,Kylie Allen,Billing,2025-01-23 16:20:12,624,Outbound,2.5,Technical Fault,Escalated,410,944-980-7951,Port Jenniferfurt
1752,AGT003,Ashley Peck,Sales,2025-06-19 05:15:42,219,Inbound,4.4,Network Problem,Escalated,804,389.253.1213,Joshuabury
1753,AGT004,Russell Smith,Billing,2025-01-28 03:50:09,1038,Outbound,2.0,Complaint,Follow-up Required,785,212-630-5061,Lauraland
1754,AGT005,Timothy Warner,Account Management,2025-06-23 16:07:48,1580,Outbound,2.9,Account Access,Resolved,112,540-788-1449x57602,New Mark
1755,AGT006,Theresa Pratt,Sales,2025-04-18 22:58:42,2448,Inbound,1.1,Product Info,Follow-up Required,198,+1-339-737-6108x78203,West Dominicfurt
1756,AGT007,Kim Brewer,General Inquiry,2025-06-10 04:58:43,3515,Outbound,3.8,Order Status,Follow-up Required,254,350-485-2722x218,New Tammy
1757,AGT008,Anthony Lopez,General Inquiry,2025-06-17 06:06:27,1555,Inbound,1.9,Technical Fault,Resolved,39,(429)806-7516x97979,Danielleborough
1758,AGT009,Jeanette Ryan,General Inquiry,2025-03-20 23:22:39,2011,Inbound,2.9,Order Status,Resolved,328,6546792312,Port Amanda
1759,AGT010,Karen Knox,Account Management,2025-01-28 11:08:36,632,Inbound,3.7,Payment Issue,Dropped,619,001-591-418-3189x401,Collierhaven
1760,AGT011,John Hernandez,Account Management,2025-05-15 16:50:49,3234,Inbound,4.8,Technical Fault,Resolved,462,+1-349-979-4395x515,North Joel
1761,AGT012,James Anderson,Technical Support,2025-02-03 23:57:56,2115,Inbound,1.4,Complaint,Escalated,701,(296)592-8330,New Charlesstad
1762,AGT013,Andrew Cook,Billing,2025-06-17 20:07:41,3024,Inbound,3.0,Network Problem,Escalated,160,001-620-751-7561,Samanthastad
1763,AGT014,Miss Jessica Fletcher,General Inquiry,2025-04-15 23:23:39,2282,Outbound,2.0,Account Access,Resolved,805,819.457.8584,Port Ashleystad
1764,AGT015,Caroline Palmer,Account Management,2025-04-19 10:58:54,922,Inbound,3.7,Complaint,Dropped,116,001-353-530-2433x7491,Timothyhaven
1765,AGT016,Mrs. Michelle Mcclure,Sales,2025-02-01 14:07:41,590,Inbound,3.3,Order Status,Dropped,499,563.903.5421,New William
1766,AGT017,Joshua Pugh,Account Management,2025-05-18 08:44:57,2665,Inbound,2.2,Technical Fault,Resolved,382,001-370-907-3028x4883,Port Jennifer
1767,AGT018,Johnathan Wilson,Billing,2025-03-28 23:52:49,1071,Inbound,2.1,Payment Issue,Resolved,828,001-857-848-0841,Joshuachester
1768,AGT019,Joshua Ingram,Billing,2025-05-07 04:03:47,566,Outbound,4.1,Complaint,Escalated,573,001-878-826-1773x1123,South Edward
1769,AGT020,James Harris,General Inquiry,2025-04-20 15:20:44,2540,Outbound,1.1,Network Problem,Follow-up Required,653,212-917-5014x63023,Petersonton
1770,AGT021,Melanie Phelps,Billing,2025-04-04 03:51:23,726,Outbound,3.4,Account Access,Dropped,463,5919933083,Lake Jaclyn
1771,AGT022,Brenda Jackson,Billing,2025-03-24 13:47:37,1003,Inbound,3.6,Payment Issue,Follow-up Required,8,799-828-0410,Port William
1772,AGT023,Heather Allen,Sales,2025-06-22 04:17:17,1701,Inbound,3.7,Complaint,Follow-up Required,304,(243)858-1723,Rodriguezfurt
1773,AGT024,Danielle Elliott,General Inquiry,2025-06-05 19:48:56,2942,Inbound,3.9,Network Problem,Dropped,554,(829)749-8712x08422,Port Jenniferport
1774,AGT025,Mary Taylor,Billing,2025-03-19 17:30:20,339,Inbound,4.6,Technical Fault,Escalated,457,(256)532-6581x77384,North Audreyhaven
1775,AGT026,Hannah Jacobs,Billing,2025-03-30 23:07:17,228,Inbound,4.5,Product Info,Resolved,249,001-705-337-0211x639,Robertmouth
1776,AGT027,Christopher Gallagher,Sales,2025-06-29 03:16:03,1567,Inbound,1.2,Account Access,Follow-up Required,163,+1-354-973-7429x67004,Lake Joseph
1777,AGT028,Angela Brown,Billing,2025-05-24 17:29:21,433,Inbound,1.9,Order Status,Escalated,370,001-728-470-4460x91545,Lake Zachary
1778,AGT029,Kathryn Joseph,Technical Support,2025-04-13 08:46:14,159,Inbound,4.1,Order Status,Escalated,701,556.632.5094x9889,New Thomasberg
1779,AGT030,Laura Brewer,Account Management,2025-04-23 00:33:59,2172,Outbound,1.5,Technical Fault,Dropped,227,+1-423-518-8831x1548,Rollinsport
1780,AGT031,Taylor Sanders,Billing,2025-06-27 00:25:37,1003,Outbound,3.1,Order Status,Resolved,664,529.321.2288,New Pamelaton
1781,AGT032,Anthony Choi,Technical Support,2025-04-30 15:56:40,3053,Outbound,2.5,Payment Issue,Dropped,767,959.899.6487x76610,New Samanthafort
1782,AGT033,Christopher Woods,Account Management,2025-05-01 23:28:36,1784,Outbound,2.9,Payment Issue,Resolved,23,001-294-507-0178x13075,Matthewberg
1783,AGT034,Gabriella Bishop,Technical Support,2025-05-08 17:05:08,360,Inbound,2.0,Order Status,Resolved,799,001-512-335-4780x623,Scottview
1784,AGT035,Todd Hernandez,Account Management,2025-06-08 11:51:01,66,Outbound,2.8,Complaint,Escalated,275,(647)225-1182x1678,New Brooke
1785,AGT036,David Adams,Billing,2025-05-02 13:50:00,3284,Inbound,3.6,Account Access,Follow-up Required,106,+1-381-510-6895x5914,East Geoffrey
1786,AGT037,Shannon Davis,Technical Support,2025-02-06 23:58:03,1909,Inbound,1.0,Product Info,Resolved,783,+1-762-695-2409x10746,East Helenville
1787,AGT038,Martha Kelly,General Inquiry,2025-01-12 07:29:21,3116,Outbound,1.3,Product Info,Follow-up Required,370,+1-746-942-0173x353,Hernandezview
1788,AGT039,Eric Smith,Sales,2025-03-25 10:24:06,1751,Outbound,3.4,Network Problem,Dropped,352,(201)773-8357,East Aaron
1789,AGT040,Cheryl Greer,Account Management,2025-06-10 06:39:22,3399,Outbound,1.5,Network Problem,Dropped,438,937-278-2750,Staceymouth
1790,AGT041,Christina Harris DVM,Billing,2025-04-25 21:18:01,997,Outbound,2.8,Order Status,Resolved,704,813.997.7046,North Robertborough
1791,AGT042,Michelle Parker,Technical Support,2025-04-17 01:34:37,3497,Inbound,2.7,Account Access,Follow-up Required,410,420.956.1673,New Deanton
1792,AGT043,Ashley Smith,Technical Support,2025-03-31 05:10:38,3069,Outbound,2.6,Technical Fault,Dropped,794,842.862.9110,Anthonyside
1793,AGT044,Donna Garcia,General Inquiry,2025-01-04 21:59:12,926,Inbound,4.8,Product Info,Follow-up Required,506,+1-459-563-3893,Rachelstad
1794,AGT045,Sandra Potts,Account Management,2025-06-01 01:04:31,433,Outbound,1.8,Technical Fault,Dropped,765,001-776-467-5977x60677,Lake Charlesshire
1795,AGT046,Edward Harrison,Billing,2025-02-06 01:30:13,709,Outbound,3.9,Network Problem,Follow-up Required,683,444.791.8032,South Davidberg
1796,AGT047,Elizabeth Marsh,Billing,2025-05-07 04:00:10,1266,Outbound,2.2,Complaint,Dropped,180,001-994-798-8097x60700,Glennhaven
1797,AGT048,Nicole Hunt,Account Management,2025-06-16 01:10:27,868,Inbound,3.9,Payment Issue,Follow-up Required,696,+1-747-281-2576x36122,Suzannehaven
1798,AGT049,Mark Curtis,Billing,2025-04-07 09:44:21,3329,Outbound,2.8,Technical Fault,Resolved,700,921.911.8133,West Richard
1799,AGT050,Jonathan Walter,Technical Support,2025-04-04 12:20:13,2594,Inbound,3.7,Product Info,Escalated,302,+1-348-749-5419x81676,Port Bradley
1800,AGT001,Sara Harrington,Billing,2025-03-07 01:09:36,2491,Outbound,2.6,Account Access,Dropped,212,+1-268-612-3781x281,Lake Monicamouth
1801,AGT002,Natalie Daniels,Sales,2025-06-21 11:29:25,1992,Outbound,1.1,Product Info,Dropped,320,3005220590,East Joel
1802,AGT003,Charles George,General Inquiry,2025-02-12 00:45:43,2345,Inbound,2.5,Account Access,Dropped,22,235.203.5348,Jasonside
1803,AGT004,Christopher Anderson,Account Management,2025-01-12 08:29:14,2287,Outbound,3.2,Network Problem,Resolved,28,+1-971-349-7927x370,Clairebury
1804,AGT005,Dale Pearson,General Inquiry,2025-06-12 22:00:53,930,Inbound,2.9,Account Access,Escalated,411,001-703-236-9992x4888,East Paul
1805,AGT006,Thomas Russell,Billing,2025-04-09 21:42:57,3165,Inbound,2.4,Network Problem,Escalated,798,6388278663,Charleston
1806,AGT007,Craig Horn,Technical Support,2025-06-04 13:41:50,2006,Inbound,4.7,Complaint,Follow-up Required,612,5757079564,South Desireechester
