sale_id,date,sales_rep_id,sales_rep_name,region,territory,product_category,customer_id,deal_size,deal_value,commission_rate,commission_amount,target_amount,target_achievement_pct,fiscal_quarter,fiscal_year,deal_stage,days_to_close,forecast_category
457,2024-05-29,REP08,Eve Davis,EMEA,East Heatherchester Territory,Software,CUST0457,Small,255676.12,0.082,20965.44,349321.42,18.9,Q1,2024,Proposal,,Best Case
458,2024-11-22,REP09,Charlie Brown,Latin America,Lambside Territory,Cloud Platform,CUST0458,Enterprise,331464.64,0.07,23202.52,236487.2,43.8,Q2,2024,Negotiation,,Omitted
459,2024-08-23,REP10,Henry Wilson,EMEA,Josephport Territory,Consulting,CUST0459,Small,237508.58,0.03,7125.26,199773.17,46.0,Q4,2024,Negotiation,,Pipeline
460,2025-10-06,REP01,Iris Chen,North America,Stonechester Territory,Software,CUST0460,Enterprise,153926.8,0.023,3540.32,147456.46,0.0,Q1,2025,Closed Lost,,Commit
461,2024-12-07,REP02,Frank Miller,APAC,Robertland Territory,Hardware,CUST0461,Small,69331.51,0.092,6378.5,49242.89,76.6,Q2,2024,Negotiation,,Pipeline
462,2024-08-06,REP03,Henry Wilson,North America,New Michelleborough Territory,Software,CUST0462,Enterprise,364702.16,0.054,19693.92,393420.5,90.3,Q1,2024,Closed Won,64,Upside
463,2025-09-11,REP04,Iris Chen,South Asia,New Kevin Territory,Hardware,CUST0463,Large,119365.6,0.044,5252.09,102257.54,121.1,Q3,2025,Closed Won,133,Omitted
464,2024-03-14,REP05,Bob Smith,South Asia,West Colleen Territory,Hardware,CUST0464,Medium,283644.1,0.09,25527.97,268962.01,0.0,Q2,2024,Closed Lost,,Upside
465,2024-09-22,REP06,Jack Taylor,APAC,Jessechester Territory,Software,CUST0465,Medium,107377.22,0.093,9986.08,149191.94,117.5,Q4,2024,Closed Won,120,Upside
466,2024-05-30,REP07,Jack Taylor,Latin America,Jeffreystad Territory,Services,CUST0466,Enterprise,334224.87,0.093,31082.91,451318.98,0.0,Q3,2024,Qualification,,Omitted
467,2025-01-17,REP08,Grace Lee,North America,Jameston Territory,Consulting,CUST0467,Small,71025.31,0.025,1775.63,93539.78,12.0,Q4,2025,Proposal,,Omitted
468,2024-08-20,REP09,Iris Chen,South Asia,Lake David Territory,Consulting,CUST0468,Medium,342420.58,0.061,20887.66,294665.2,0.0,Q2,2024,Closed Lost,,Best Case
469,2025-11-24,REP10,Charlie Brown,Latin America,Lake Elizabeth Territory,Software,CUST0469,Medium,431518.0,0.065,28048.67,603838.25,0.0,Q3,2025,Qualification,,Best Case
470,2024-07-11,REP01,Charlie Brown,EMEA,West Tasha Territory,Hardware,CUST0470,Enterprise,111067.03,0.059,6552.95,116066.7,115.3,Q1,2024,Closed Won,20,Upside
471,2024-02-11,REP02,Eve Davis,North America,Port Adam Territory,Hardware,CUST0471,Small,73768.57,0.089,6565.4,83098.04,73.8,Q4,2024,Negotiation,,Best Case
472,2024-03-27,REP03,Henry Wilson,Latin America,Williamberg Territory,Cloud Platform,CUST0472,Small,311987.46,0.023,7175.71,436983.81,13.2,Q4,2024,Proposal,,Omitted
473,2024-06-30,REP04,Grace Lee,APAC,North Jefferyburgh Territory,Software,CUST0473,Large,485950.62,0.055,26727.28,521177.75,25.1,Q4,2024,Proposal,,Omitted
474,2025-12-12,REP05,Grace Lee,EMEA,Thomasport Territory,Consulting,CUST0474,Enterprise,41913.32,0.084,3520.72,46143.19,0.0,Q1,2025,Qualification,,Commit
475,2025-04-14,REP06,Grace Lee,North America,East Tony Territory,Services,CUST0475,Medium,242471.27,0.028,6789.2,286029.79,122.8,Q4,2025,Closed Won,38,Commit
476,2024-06-03,REP07,Bob Smith,APAC,Marshallville Territory,Consulting,CUST0476,Small,216578.75,0.096,20791.56,209258.8,0.0,Q3,2024,Qualification,,Pipeline
477,2024-08-12,REP08,Eve Davis,North America,Port Vanessamouth Territory,Services,CUST0477,Large,288659.94,0.087,25113.41,246486.2,120.5,Q2,2024,Closed Won,62,Best Case
478,2025-05-07,REP09,Charlie Brown,North America,East Loristad Territory,Services,CUST0478,Medium,176851.13,0.075,13263.83,160735.32,122.5,Q4,2025,Closed Won,29,Best Case
479,2024-03-01,REP10,Charlie Brown,North America,West William Territory,Consulting,CUST0479,Small,363146.27,0.036,13073.27,525951.94,115.3,Q4,2024,Closed Won,149,Commit
480,2025-09-29,REP01,Grace Lee,APAC,Lowefort Territory,Services,CUST0480,Enterprise,68829.56,0.033,2271.38,52412.25,129.0,Q4,2025,Closed Won,11,Commit
481,2025-04-22,REP02,Frank Miller,South Asia,Joyceburgh Territory,Software,CUST0481,Enterprise,224119.38,0.044,9861.25,329073.1,25.3,Q4,2025,Proposal,,Pipeline
482,2024-04-23,REP03,Jack Taylor,South Asia,Washingtonport Territory,Services,CUST0482,Small,219459.38,0.096,21068.1,158969.47,0.0,Q1,2024,Qualification,,Pipeline
483,2024-11-01,REP04,Diana Prince,Latin America,Port Kathyberg Territory,Cloud Platform,CUST0483,Large,468191.02,0.043,20132.21,450101.93,91.4,Q1,2024,Closed Won,16,Commit
484,2025-01-22,REP05,Iris Chen,APAC,East Dakotaville Territory,Services,CUST0484,Medium,108529.56,0.042,4558.24,138728.38,124.1,Q1,2025,Closed Won,78,Best Case
485,2025-01-22,REP06,Frank Miller,North America,Johnside Territory,Hardware,CUST0485,Enterprise,238350.71,0.034,8103.92,327812.04,40.5,Q3,2025,Negotiation,,Omitted
486,2024-10-06,REP07,Iris Chen,APAC,Patriciatown Territory,Hardware,CUST0486,Enterprise,303974.88,0.031,9423.22,248765.37,81.6,Q3,2024,Closed Won,98,Upside
487,2025-09-15,REP08,Frank Miller,EMEA,Lynchshire Territory,Consulting,CUST0487,Small,204707.68,0.085,17400.15,283126.17,0.0,Q1,2025,Closed Lost,,Omitted
488,2025-09-12,REP09,Henry Wilson,North America,Thompsonfort Territory,Cloud Platform,CUST0488,Large,220263.2,0.021,4625.53,270872.06,90.0,Q1,2025,Closed Won,159,Pipeline
489,2024-06-29,REP10,Bob Smith,EMEA,Jamesburgh Territory,Consulting,CUST0489,Medium,126844.52,0.099,12557.61,137598.34,54.3,Q4,2024,Negotiation,,Commit
490,2024-07-14,REP01,Grace Lee,South Asia,Cameronfurt Territory,Software,CUST0490,Large,125874.98,0.088,11077.0,114457.97,95.8,Q2,2024,Closed Won,114,Pipeline
491,2024-06-16,REP02,Diana Prince,EMEA,East Garyport Territory,Consulting,CUST0491,Enterprise,31111.87,0.058,1804.49,38798.43,22.4,Q3,2024,Proposal,,Omitted
492,2025-02-02,REP03,Eve Davis,EMEA,Michaelburgh Territory,Consulting,CUST0492,Enterprise,401729.12,0.041,16470.89,583483.43,65.6,Q1,2025,Negotiation,,Best Case
493,2025-09-03,REP04,Jack Taylor,South Asia,Bishopberg Territory,Cloud Platform,CUST0493,Small,92106.88,0.026,2394.78,112473.53,31.1,Q4,2025,Proposal,,Commit
494,2024-07-31,REP05,Frank Miller,Latin America,North Vincentland Territory,Software,CUST0494,Medium,54442.59,0.061,3321.0,62717.76,27.6,Q3,2024,Proposal,,Pipeline
495,2025-08-08,REP06,Diana Prince,South Asia,Murphytown Territory,Hardware,CUST0495,Medium,468214.22,0.09,42139.28,330084.05,22.8,Q2,2025,Proposal,,Omitted
496,2024-09-03,REP07,Bob Smith,EMEA,Hardinstad Territory,Services,CUST0496,Small,175592.06,0.056,9833.16,126621.58,66.2,Q3,2024,Negotiation,,Pipeline
497,2025-06-24,REP08,Grace Lee,EMEA,Wendymouth Territory,Hardware,CUST0497,Medium,351645.51,0.06,21098.73,317511.66,0.0,Q2,2025,Qualification,,Best Case
498,2025-09-12,REP09,Henry Wilson,North America,Deannashire Territory,Services,CUST0498,Medium,251584.66,0.099,24906.88,208052.42,79.8,Q3,2025,Negotiation,,Best Case
499,2025-04-30,REP10,Eve Davis,Latin America,Port Brian Territory,Software,CUST0499,Small,257484.85,0.038,9784.42,194649.33,97.8,Q2,2025,Closed Won,118,Upside
500,2024-12-17,REP01,Eve Davis,EMEA,North Justinmouth Territory,Cloud Platform,CUST0500,Large,92372.23,0.026,2401.68,95200.17,121.2,Q2,2024,Closed Won,7,Pipeline
501,2024-05-04,REP02,Charlie Brown,North America,Woodport Territory,Services,CUST0501,Small,406911.15,0.053,21566.29,348327.44,72.5,Q3,2024,Negotiation,,Upside
502,2025-07-05,REP03,Henry Wilson,North America,Castroborough Territory,Software,CUST0502,Large,40184.75,0.029,1165.36,44776.31,52.3,Q1,2025,Negotiation,,Best Case
503,2024-07-26,REP04,Henry Wilson,Latin America,Tammystad Territory,Consulting,CUST0503,Enterprise,486963.16,0.073,35548.31,677223.34,60.8,Q1,2024,Negotiation,,Best Case
504,2024-07-19,REP05,Alice Johnson,APAC,South Larry Territory,Consulting,CUST0504,Small,477842.86,0.024,11468.23,557087.02,19.5,Q1,2024,Proposal,,Pipeline
505,2024-12-18,REP06,Henry Wilson,South Asia,New Brittany Territory,Consulting,CUST0505,Medium,325468.91,0.075,24410.17,463575.5,110.2,Q3,2024,Closed Won,112,Pipeline
506,2024-07-29,REP07,Henry Wilson,North America,East Wendy Territory,Software,CUST0506,Medium,10135.22,0.072,729.74,10152.9,0.0,Q4,2024,Closed Lost,,Upside
507,2025-07-12,REP08,Henry Wilson,Latin America,Hicksside Territory,Software,CUST0507,Enterprise,406826.08,0.038,15459.39,399933.99,0.0,Q4,2025,Closed Lost,,Best Case
508,2024-10-08,REP09,Diana Prince,APAC,Thomasfort Territory,Cloud Platform,CUST0508,Enterprise,367357.53,0.09,33062.18,370901.73,0.0,Q4,2024,Qualification,,Omitted
509,2024-08-10,REP10,Charlie Brown,South Asia,West Dawnborough Territory,Hardware,CUST0509,Medium,329226.83,0.031,10206.03,365905.27,40.0,Q3,2024,Proposal,,Pipeline
510,2024-11-16,REP01,Iris Chen,EMEA,Olsenton Territory,Hardware,CUST0510,Small,130638.58,0.086,11234.92,93962.81,27.7,Q1,2024,Proposal,,Omitted
511,2024-06-04,REP02,Grace Lee,North America,Coryhaven Territory,Cloud Platform,CUST0511,Enterprise,128809.24,0.072,9274.27,145772.68,0.0,Q4,2024,Qualification,,Upside
512,2025-01-28,REP03,Grace Lee,APAC,Gonzalezhaven Territory,Software,CUST0512,Enterprise,184042.57,0.064,11778.72,150542.72,91.5,Q2,2025,Closed Won,115,Best Case
513,2024-03-28,REP04,Eve Davis,North America,East Brenda Territory,Consulting,CUST0513,Small,260474.14,0.042,10939.91,295649.31,0.0,Q3,2024,Closed Lost,,Omitted
514,2024-01-04,REP05,Eve Davis,South Asia,Port Reginald Territory,Cloud Platform,CUST0514,Large,450142.65,0.09,40512.84,603964.82,103.1,Q4,2024,Closed Won,127,Omitted
515,2025-08-11,REP06,Diana Prince,EMEA,Markborough Territory,Services,CUST0515,Large,202671.73,0.082,16619.08,297294.45,0.0,Q1,2025,Qualification,,Omitted
516,2025-05-02,REP07,Frank Miller,EMEA,Kathrynberg Territory,Cloud Platform,CUST0516,Small,316517.28,0.092,29119.59,370610.04,54.2,Q4,2025,Negotiation,,Best Case
517,2025-10-29,REP08,Jack Taylor,EMEA,Mercershire Territory,Cloud Platform,CUST0517,Medium,294048.94,0.094,27640.6,273333.38,0.0,Q1,2025,Qualification,,Commit
518,2024-12-14,REP09,Iris Chen,APAC,Curtisport Territory,Services,CUST0518,Medium,32422.27,0.09,2918.0,35123.64,0.0,Q2,2024,Qualification,,Commit
519,2024-05-23,REP10,Frank Miller,South Asia,East Cameronstad Territory,Consulting,CUST0519,Medium,342489.06,0.087,29796.55,243698.78,0.0,Q2,2024,Qualification,,Best Case
520,2024-04-20,REP01,Frank Miller,APAC,South Robertburgh Territory,Cloud Platform,CUST0520,Large,21217.93,0.039,827.5,31622.51,12.2,Q4,2024,Proposal,,Commit
521,2025-07-24,REP02,Frank Miller,Latin America,South Calvinton Territory,Cloud Platform,CUST0521,Small,375479.66,0.039,14643.71,553988.67,0.0,Q2,2025,Closed Lost,,Best Case
522,2025-09-22,REP03,Frank Miller,North America,Port Larry Territory,Consulting,CUST0522,Large,49074.38,0.05,2453.72,48993.25,0.0,Q4,2025,Qualification,,Upside
523,2024-08-04,REP04,Frank Miller,North America,New Martinberg Territory,Software,CUST0523,Large,299766.37,0.03,8992.99,343867.19,136.8,Q1,2024,Closed Won,21,Commit
524,2025-09-01,REP05,Alice Johnson,Latin America,Port Scott Territory,Consulting,CUST0524,Medium,361356.5,0.038,13731.55,293519.51,0.0,Q2,2025,Qualification,,Pipeline
525,2024-05-28,REP06,Jack Taylor,APAC,Jacobfurt Territory,Software,CUST0525,Enterprise,124790.8,0.095,11855.13,163333.59,48.3,Q4,2024,Negotiation,,Omitted
526,2025-05-12,REP07,Bob Smith,EMEA,Nicholaston Territory,Services,CUST0526,Medium,419211.75,0.082,34375.36,545306.76,91.3,Q1,2025,Closed Won,17,Upside
527,2025-02-01,REP08,Grace Lee,Latin America,New Jonathan Territory,Services,CUST0527,Enterprise,373556.1,0.096,35861.39,439685.81,35.2,Q3,2025,Proposal,,Omitted
528,2024-11-18,REP09,Bob Smith,EMEA,Andersonland Territory,Services,CUST0528,Medium,232957.02,0.079,18403.6,198206.05,128.9,Q3,2024,Closed Won,151,Pipeline
529,2024-10-18,REP10,Alice Johnson,Latin America,Port Davidborough Territory,Consulting,CUST0529,Medium,88242.63,0.096,8471.29,101165.35,0.0,Q1,2024,Qualification,,Upside
530,2025-02-24,REP01,Charlie Brown,Latin America,Stevenmouth Territory,Consulting,CUST0530,Enterprise,117816.01,0.063,7422.41,89410.91,92.5,Q3,2025,Closed Won,46,Upside
531,2025-03-09,REP02,Diana Prince,EMEA,North Mary Territory,Cloud Platform,CUST0531,Small,167688.2,0.049,8216.72,158646.39,30.2,Q1,2025,Proposal,,Commit
532,2025-07-02,REP03,Eve Davis,EMEA,New Karimouth Territory,Consulting,CUST0532,Medium,432175.3,0.07,30252.27,338689.45,0.0,Q4,2025,Closed Lost,,Upside
533,2025-04-19,REP04,Grace Lee,EMEA,Melissaland Territory,Cloud Platform,CUST0533,Medium,255377.37,0.047,12002.74,340223.5,62.0,Q4,2025,Negotiation,,Pipeline
534,2025-02-18,REP05,Alice Johnson,APAC,New Michael Territory,Cloud Platform,CUST0534,Small,187183.63,0.046,8610.45,142250.29,71.5,Q1,2025,Negotiation,,Best Case
535,2024-09-20,REP06,Bob Smith,South Asia,Jacobborough Territory,Hardware,CUST0535,Enterprise,203634.67,0.024,4887.23,285340.33,120.6,Q1,2024,Closed Won,64,Upside
536,2024-08-15,REP07,Alice Johnson,Latin America,Jeffreytown Territory,Services,CUST0536,Medium,103898.89,0.061,6337.83,109878.29,38.2,Q4,2024,Proposal,,Commit
537,2025-05-03,REP08,Jack Taylor,Latin America,Marytown Territory,Software,CUST0537,Medium,331452.74,0.068,22538.79,360352.48,14.8,Q1,2025,Proposal,,Commit
538,2024-05-25,REP09,Henry Wilson,North America,Lynchborough Territory,Software,CUST0538,Medium,478164.24,0.066,31558.84,488339.13,110.0,Q1,2024,Closed Won,172,Best Case
539,2024-10-24,REP10,Henry Wilson,Latin America,Munozton Territory,Cloud Platform,CUST0539,Small,109987.67,0.044,4839.46,150697.07,0.0,Q4,2024,Qualification,,Pipeline
540,2024-05-22,REP01,Charlie Brown,APAC,Haleberg Territory,Software,CUST0540,Enterprise,254273.35,0.026,6611.11,198120.14,0.0,Q1,2024,Qualification,,Best Case
541,2024-03-26,REP02,Alice Johnson,South Asia,Pamelamouth Territory,Cloud Platform,CUST0541,Enterprise,232187.35,0.062,14395.62,187239.19,57.7,Q2,2024,Negotiation,,Omitted
542,2025-08-02,REP03,Grace Lee,APAC,New Larryville Territory,Hardware,CUST0542,Enterprise,207185.03,0.081,16781.99,279775.66,138.7,Q4,2025,Closed Won,54,Best Case
543,2025-07-15,REP04,Alice Johnson,South Asia,Port William Territory,Cloud Platform,CUST0543,Medium,382412.39,0.091,34799.53,414775.44,78.0,Q1,2025,Negotiation,,Pipeline
544,2025-10-15,REP05,Henry Wilson,EMEA,New Cynthia Territory,Hardware,CUST0544,Enterprise,465302.35,0.056,26056.93,517556.17,49.6,Q3,2025,Negotiation,,Best Case
545,2024-09-25,REP06,Frank Miller,South Asia,West Lisa Territory,Cloud Platform,CUST0545,Enterprise,13721.67,0.034,466.54,17016.57,139.0,Q3,2024,Closed Won,56,Pipeline
546,2024-08-16,REP07,Henry Wilson,North America,Serranoshire Territory,Services,CUST0546,Small,107523.17,0.025,2688.08,88045.26,0.0,Q3,2024,Prospecting,,Best Case
547,2025-03-18,REP08,Bob Smith,APAC,New Nicoleton Territory,Cloud Platform,CUST0547,Enterprise,140394.79,0.035,4913.82,110151.14,96.6,Q4,2025,Closed Won,107,Omitted
548,2025-11-05,REP09,Alice Johnson,Latin America,Hallmouth Territory,Consulting,CUST0548,Large,71722.47,0.099,7100.52,59316.88,99.5,Q4,2025,Closed Won,35,Best Case
549,2025-08-26,REP10,Charlie Brown,South Asia,Mercerborough Territory,Software,CUST0549,Enterprise,130914.46,0.076,9949.5,156900.71,0.0,Q4,2025,Qualification,,Omitted
550,2025-09-21,REP01,Alice Johnson,South Asia,Duffyshire Territory,Hardware,CUST0550,Medium,484795.53,0.04,19391.82,394652.28,40.7,Q4,2025,Negotiation,,Upside
551,2025-01-03,REP02,Grace Lee,APAC,North Leslie Territory,Consulting,CUST0551,Medium,216090.8,0.046,9940.18,243418.51,92.8,Q2,2025,Closed Won,70,Pipeline
552,2024-03-13,REP03,Henry Wilson,South Asia,Lake Laurie Territory,Consulting,CUST0552,Medium,64237.05,0.037,2376.77,53306.73,20.3,Q3,2024,Proposal,,Pipeline
553,2025-10-02,REP04,Grace Lee,South Asia,Ryanstad Territory,Services,CUST0553,Medium,267906.94,0.064,17146.04,275902.93,0.0,Q2,2025,Qualification,,Commit
554,2024-10-09,REP05,Eve Davis,EMEA,Travisport Territory,Consulting,CUST0554,Medium,78376.54,0.067,5251.23,85732.78,42.1,Q3,2024,Negotiation,,Best Case
555,2025-10-16,REP06,Grace Lee,APAC,Moorehaven Territory,Cloud Platform,CUST0555,Large,256109.49,0.095,24330.4,357564.69,89.3,Q4,2025,Closed Won,83,Best Case
556,2025-04-10,REP07,Bob Smith,EMEA,West William Territory,Services,CUST0556,Enterprise,380069.17,0.042,15962.91,549140.14,129.0,Q1,2025,Closed Won,121,Upside
557,2025-06-21,REP08,Bob Smith,APAC,South Andrea Territory,Software,CUST0557,Medium,320394.73,0.05,16019.74,431074.32,125.4,Q1,2025,Closed Won,167,Upside
558,2025-11-28,REP09,Bob Smith,Latin America,Frenchbury Territory,Cloud Platform,CUST0558,Medium,332092.81,0.039,12951.62,275937.09,62.2,Q2,2025,Negotiation,,Best Case
559,2024-07-11,REP10,Eve Davis,South Asia,Port Timothyberg Territory,Cloud Platform,CUST0559,Small,159787.43,0.028,4474.05,122064.62,0.0,Q4,2024,Prospecting,,Best Case
560,2024-05-27,REP01,Eve Davis,North America,Hillborough Territory,Cloud Platform,CUST0560,Medium,331613.39,0.036,11938.08,294061.38,0.0,Q3,2024,Qualification,,Pipeline
561,2024-04-29,REP02,Charlie Brown,EMEA,Feliciafort Territory,Software,CUST0561,Enterprise,276353.47,0.076,21002.86,413077.97,0.0,Q1,2024,Qualification,,Upside
562,2025-01-19,REP03,Eve Davis,APAC,West Pamela Territory,Cloud Platform,CUST0562,Small,474334.02,0.075,35575.05,514342.79,36.0,Q2,2025,Proposal,,Upside
563,2024-11-22,REP04,Diana Prince,Latin America,Faithstad Territory,Hardware,CUST0563,Large,251364.14,0.054,13573.66,277410.65,76.7,Q3,2024,Negotiation,,Omitted
564,2024-05-22,REP05,Charlie Brown,North America,East Lisa Territory,Consulting,CUST0564,Small,477976.0,0.053,25332.73,640921.0,72.1,Q1,2024,Negotiation,,Pipeline
565,2025-10-12,REP06,Henry Wilson,EMEA,Port Michael Territory,Consulting,CUST0565,Medium,30348.26,0.053,1608.46,36227.13,77.0,Q1,2025,Negotiation,,Commit
566,2024-02-14,REP07,Henry Wilson,North America,Taylorbury Territory,Consulting,CUST0566,Medium,475708.3,0.029,13795.54,485712.68,0.0,Q1,2024,Qualification,,Commit
567,2025-10-23,REP08,Diana Prince,North America,East Emily Territory,Cloud Platform,CUST0567,Small,302988.89,0.08,24239.11,411517.54,20.2,Q3,2025,Proposal,,Pipeline
568,2025-11-04,REP09,Diana Prince,North America,Bartlettberg Territory,Hardware,CUST0568,Large,193111.83,0.065,12552.27,205680.57,133.0,Q4,2025,Closed Won,57,Upside
569,2024-12-25,REP10,Grace Lee,North America,Lisafort Territory,Consulting,CUST0569,Small,227105.43,0.092,20893.7,197125.78,14.1,Q3,2024,Proposal,,Pipeline
570,2024-05-16,REP01,Diana Prince,North America,Kristashire Territory,Hardware,CUST0570,Medium,373862.07,0.059,22057.86,316155.76,0.0,Q4,2024,Qualification,,Omitted
571,2025-01-29,REP02,Iris Chen,APAC,Gutierrezville Territory,Hardware,CUST0571,Large,190317.07,0.04,7612.68,263215.1,41.6,Q4,2025,Negotiation,,Omitted
572,2024-05-29,REP03,Frank Miller,South Asia,Garnermouth Territory,Services,CUST0572,Small,361093.64,0.064,23109.99,316730.83,136.5,Q2,2024,Closed Won,71,Commit
573,2024-01-02,REP04,Diana Prince,South Asia,Coreyland Territory,Hardware,CUST0573,Small,148465.08,0.097,14401.11,115086.03,38.3,Q2,2024,Proposal,,Best Case
574,2025-07-29,REP05,Grace Lee,APAC,Andrewburgh Territory,Consulting,CUST0574,Large,196763.76,0.089,17511.97,157874.43,72.2,Q4,2025,Negotiation,,Commit
575,2025-10-10,REP06,Iris Chen,EMEA,Brandiside Territory,Hardware,CUST0575,Small,302373.42,0.063,19049.53,398149.11,0.0,Q4,2025,Qualification,,Pipeline
576,2024-05-18,REP07,Eve Davis,APAC,North Michelleborough Territory,Cloud Platform,CUST0576,Medium,431193.09,0.056,24146.81,407424.05,74.2,Q2,2024,Negotiation,,Commit
577,2024-07-21,REP08,Grace Lee,APAC,South Paulbury Territory,Cloud Platform,CUST0577,Medium,390103.57,0.057,22235.9,423904.17,67.6,Q2,2024,Negotiation,,Pipeline
578,2024-06-11,REP09,Eve Davis,EMEA,North Jennifershire Territory,Services,CUST0578,Enterprise,10133.67,0.043,435.75,14136.78,64.7,Q1,2024,Negotiation,,Upside
579,2024-03-24,REP10,Grace Lee,APAC,Lake Richardview Territory,Cloud Platform,CUST0579,Enterprise,445351.17,0.065,28947.83,464525.91,26.4,Q2,2024,Proposal,,Best Case
580,2024-12-22,REP01,Iris Chen,South Asia,West Marcborough Territory,Cloud Platform,CUST0580,Enterprise,485819.42,0.035,17003.68,569886.34,104.8,Q4,2024,Closed Won,8,Commit
581,2025-05-16,REP02,Henry Wilson,APAC,Garytown Territory,Services,CUST0581,Medium,124717.86,0.071,8854.97,124243.84,57.3,Q3,2025,Negotiation,,Commit
582,2024-08-12,REP03,Alice Johnson,North America,Lake Curtis Territory,Consulting,CUST0582,Medium,109799.83,0.043,4721.39,113490.1,120.7,Q2,2024,Closed Won,156,Upside
583,2024-05-24,REP04,Grace Lee,South Asia,East Mark Territory,Software,CUST0583,Medium,236090.38,0.042,9915.8,264004.93,77.0,Q2,2024,Negotiation,,Best Case
584,2024-08-26,REP05,Henry Wilson,North America,Meghanborough Territory,Services,CUST0584,Small,419217.78,0.024,10061.23,562096.76,68.5,Q1,2024,Negotiation,,Best Case
585,2025-12-04,REP06,Grace Lee,North America,East Chad Territory,Cloud Platform,CUST0585,Large,328294.81,0.044,14444.97,389073.68,26.2,Q2,2025,Proposal,,Omitted
586,2025-01-06,REP07,Charlie Brown,North America,Simmonsfort Territory,Cloud Platform,CUST0586,Medium,377848.27,0.038,14358.23,509597.38,104.7,Q4,2025,Closed Won,88,Best Case
587,2025-06-30,REP08,Grace Lee,Latin America,Davistown Territory,Services,CUST0587,Large,420979.5,0.065,27363.67,442892.32,138.2,Q3,2025,Closed Won,121,Best Case
588,2024-10-28,REP09,Frank Miller,South Asia,West Christybury Territory,Hardware,CUST0588,Enterprise,147550.44,0.056,8262.82,213238.47,35.3,Q4,2024,Proposal,,Best Case
589,2025-09-02,REP10,Diana Prince,South Asia,Port Christopher Territory,Hardware,CUST0589,Enterprise,26801.03,0.07,1876.07,36945.15,112.3,Q3,2025,Closed Won,99,Upside
590,2025-09-30,REP01,Diana Prince,South Asia,East Richardside Territory,Services,CUST0590,Large,375476.28,0.041,15394.53,441679.02,132.3,Q3,2025,Closed Won,74,Pipeline
591,2024-02-25,REP02,Diana Prince,Latin America,South Laura Territory,Consulting,CUST0591,Medium,111363.5,0.021,2338.63,163146.87,17.6,Q1,2024,Proposal,,Best Case
592,2025-07-31,REP03,Alice Johnson,APAC,Port Kari Territory,Consulting,CUST0592,Medium,223187.91,0.051,11382.58,311895.7,68.5,Q2,2025,Negotiation,,Omitted
593,2024-09-30,REP04,Henry Wilson,South Asia,North Kellihaven Territory,Hardware,CUST0593,Small,227244.23,0.051,11589.46,257991.35,73.1,Q1,2024,Negotiation,,Upside
594,2024-02-22,REP05,Eve Davis,North America,Port Tracy Territory,Hardware,CUST0594,Medium,143102.35,0.068,9730.96,206721.18,97.3,Q4,2024,Closed Won,51,Best Case
595,2024-10-22,REP06,Charlie Brown,Latin America,Port Heidi Territory,Software,CUST0595,Small,245632.47,0.038,9334.03,189790.29,21.8,Q2,2024,Proposal,,Pipeline
596,2025-03-18,REP07,Charlie Brown,EMEA,Washingtonbury Territory,Cloud Platform,CUST0596,Medium,261280.98,0.028,7315.87,264103.44,0.0,Q1,2025,Qualification,,Best Case
597,2025-04-13,REP08,Diana Prince,APAC,Lake Elizabeth Territory,Cloud Platform,CUST0597,Small,346979.41,0.095,32963.04,446260.39,39.2,Q1,2025,Proposal,,Commit
598,2024-09-22,REP09,Diana Prince,EMEA,New Ericberg Territory,Services,CUST0598,Small,341808.56,0.048,16406.81,469602.86,24.9,Q3,2024,Proposal,,Commit
599,2025-06-11,REP10,Jack Taylor,Latin America,South David Territory,Software,CUST0599,Small,418305.97,0.04,16732.24,606336.78,0.0,Q1,2025,Prospecting,,Upside
600,2025-11-06,REP01,Bob Smith,EMEA,Millshaven Territory,Software,CUST0600,Small,138417.37,0.076,10519.72,187628.62,0.0,Q1,2025,Qualification,,Best Case
601,2024-07-16,REP02,Jack Taylor,South Asia,South Julie Territory,Hardware,CUST0601,Medium,148779.3,0.095,14134.03,218386.15,49.9,Q3,2024,Negotiation,,Pipeline
602,2024-07-10,REP03,Bob Smith,Latin America,Danielland Territory,Cloud Platform,CUST0602,Small,280059.55,0.092,25765.48,292610.19,0.0,Q4,2024,Prospecting,,Upside
603,2024-02-29,REP04,Bob Smith,APAC,Andersonside Territory,Cloud Platform,CUST0603,Medium,490945.59,0.057,27983.9,362730.91,79.1,Q3,2024,Negotiation,,Commit
604,2025-09-23,REP05,Iris Chen,South Asia,New Marcus Territory,Cloud Platform,CUST0604,Medium,174749.11,0.097,16950.66,188389.29,132.0,Q4,2025,Closed Won,118,Upside
605,2024-10-01,REP06,Frank Miller,Latin America,East Jessica Territory,Services,CUST0605,Medium,434373.72,0.03,13031.21,589273.23,0.0,Q2,2024,Qualification,,Commit
606,2025-03-09,REP07,Jack Taylor,APAC,Port Donna Territory,Cloud Platform,CUST0606,Enterprise,493548.15,0.089,43925.79,411532.48,28.6,Q3,2025,Proposal,,Upside
607,2024-10-01,REP08,Alice Johnson,EMEA,East Connieshire Territory,Services,CUST0607,Medium,121044.48,0.051,6173.27,179965.61,0.0,Q2,2024,Qualification,,Omitted
608,2024-08-01,REP09,Eve Davis,Latin America,Lake Austinview Territory,Services,CUST0608,Medium,122014.05,0.099,12079.39,98994.92,59.1,Q1,2024,Negotiation,,Omitted
